HexagonNumber,HexandMonth,Month,Under20,20to29,30to39,40to49,50to59,60to69,70andabove,TotalNarcan,NarcanAdministered,Male,Female,MPDCalls,FEMSCalls,MedicalCalls,MiscCals,OverdoseCalls,PropertyCalls,QOLCalls,TrafficCalls,ViolentCalls,AverageTemperature,AverageHumidity,AveragePrecipitation,Unemployment
14,14-2,2,0,0,0,0,0,0,0,0,0,0,0,185,51,59,30,3,22,122,57,12,37.4075,0.541428571,0.00025,0.186333333
14,14-3,3,0,0,0,0,0,0,0,0,0,0,0,286,78,85,60,3,33,183,99,52,37.4075,0.541428571,0.00025,0.1705
14,14-4,4,0,0,0,0,0,0,0,0,0,0,0,231,82,96,57,5,27,128,53,28,37.4075,0.541428571,0.00025,0.17
14,14-5,5,0,0,0,0,0,0,0,0,0,0,0,170,62,54,35,0,28,115,58,25,37.4075,0.541428571,0.00025,0.17
14,14-6,6,0,0,0,0,0,0,0,0,0,0,0,49,14,14,15,0,14,20,12,4,37.4075,0.541428571,0.00025,0.185666667
14,14-7,7,0,0,0,0,0,0,0,0,0,0,0,24,11,10,8,0,9,8,5,3,37.4075,0.541428571,0.00025,0.145
14,14-8,8,0,0,0,0,0,0,0,0,0,0,0,50,8,7,16,0,5,30,26,9,37.4075,0.541428571,0.00025,0.107
14,14-9,9,0,0,0,0,0,0,0,0,0,0,0,77,14,19,8,1,10,53,32,10,37.4075,0.541428571,0.00025,0.118
14,14-10,10,0,0,0,0,0,0,0,0,0,0,0,147,52,66,30,3,28,72,42,13,37.4075,0.541428571,0.00025,0.112
14,14-11,11,0,0,0,0,0,0,0,0,0,0,0,69,12,20,14,0,17,30,11,3,37.4075,0.541428571,0.00025,0.155
14,14-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
15,15-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
15,15-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
15,15-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
15,15-4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.0175
15,15-5,5,0,0,0,0,0,0,0,0,0,0,0,22,11,14,10,0,2,7,4,1,37.4075,0.541428571,0.00025,0.074666667
15,15-6,6,0,0,0,0,0,0,0,0,0,0,0,20,5,4,2,0,8,11,7,5,37.4075,0.541428571,0.00025,0.112
15,15-7,7,0,0,0,0,0,0,0,0,0,0,0,30,2,1,8,0,2,21,19,1,37.4075,0.541428571,0.00025,0.1245
15,15-8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,37.4075,0.541428571,0.00025,0.096666667
15,15-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.1405
15,15-10,10,0,0,0,0,0,0,0,0,0,0,0,46,5,0,6,0,5,40,33,0,37.4075,0.541428571,0.00025,0.153
15,15-11,11,0,0,0,0,0,0,0,0,0,0,0,32,3,5,13,0,1,16,15,4,37.4075,0.541428571,0.00025,0.156
15,15-12,12,0,0,0,0,0,0,0,0,0,0,0,225,79,91,62,6,23,122,54,35,37.4075,0.541428571,0.00025,0.158
16,16-1,1,0,0,0,0,0,0,0,0,0,0,0,156,48,53,37,0,17,97,51,28,37.4075,0.541428571,0.00025,0.172
16,16-2,2,0,0,0,0,0,0,0,0,0,0,0,108,41,44,27,3,13,62,31,19,37.4075,0.541428571,0.00025,0.153666667
16,16-3,3,0,0,0,0,0,0,0,0,0,0,0,64,45,44,20,2,8,35,19,10,37.4075,0.541428571,0.00025,0.168
16,16-4,4,0,0,0,0,0,0,0,0,0,0,0,67,16,20,12,0,12,39,31,9,37.4075,0.541428571,0.00025,0.124
16,16-5,5,0,0,0,0,0,0,0,0,0,0,0,28,7,12,8,0,7,8,0,0,37.4075,0.541428571,0.00025,0.103
16,16-6,6,0,0,0,0,0,0,0,0,0,0,0,33,14,18,4,0,8,17,7,2,37.4075,0.541428571,0.00025,0.129
16,16-7,7,0,0,0,0,0,0,0,0,0,0,0,34,8,10,7,1,5,19,8,3,37.4075,0.541428571,0.00025,0.155
16,16-8,8,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1,0,0,2,0,0,37.4075,0.541428571,0.00025,0.155
16,16-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.194
16,16-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
16,16-11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,37.4075,0.541428571,0.00025,0
16,16-12,12,0,0,0,0,0,0,0,0,0,0,0,41,5,3,6,0,0,37,35,0,37.4075,0.541428571,0.00025,0
