HexagonNumber,HexandMonth,Month,Under20,20to29,30to39,40to49,50to59,60to69,70andabove,TotalNarcan,NarcanAdministered,Male,Female,MPDCalls,FEMSCalls,MedicalCalls,MiscCals,OverdoseCalls,PropertyCalls,QOLCalls,TrafficCalls,ViolentCalls,AverageTemperature,AverageHumidity,AveragePrecipitation,Unemployment
583,583-7,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,3,1,0,77.92571429,0.586428571,0.005382143,0.0325
592,592-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.98857143,0.627857143,0.002067857,0.274
595,595-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.98857143,0.627857143,0.002067857,0.1275
599,599-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.98857143,0.627857143,0.002067857,0.009
600,600-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.98857143,0.627857143,0.002067857,0.014666667
602,602-7,7,0,1,0,0,0,0,0,1,1,1,0,265,76,88,107,4,18,124,83,33,64.98857143,0.627857143,0.002067857,0.1935
607,607-7,7,0,0,0,0,0,1,0,1,1,1,0,49,7,0,15,0,0,41,35,0,64.98857143,0.627857143,0.002067857,0
608,608-7,7,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,0,64.98857143,0.627857143,0.002067857,0.103
612,612-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.98857143,0.627857143,0.002067857,0.383666667
620,620-7,7,0,0,0,0,0,0,0,0,0,0,0,611,62,90,438,3,30,112,64,41,64.98857143,0.627857143,0.002067857,0.1355
623,623-7,7,0,0,0,0,0,0,0,0,0,0,0,91,27,29,25,0,14,50,18,9,64.98857143,0.627857143,0.002067857,0.166
628,628-7,7,0,0,0,0,0,0,0,0,0,0,0,415,47,77,282,3,25,75,56,14,64.98857143,0.627857143,0.002067857,0.1845
630,630-7,7,0,0,0,0,0,0,0,0,0,0,0,62,13,11,8,0,18,38,28,6,64.98857143,0.627857143,0.002067857,0.09
631,631-7,7,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,0,2,4,2,2,64.98857143,0.627857143,0.002067857,0.127
632,632-7,7,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,2,2,0,64.98857143,0.627857143,0.002067857,0.022
633,633-7,7,0,0,0,0,1,1,0,2,1,1,1,248,56,72,43,4,36,149,81,30,64.98857143,0.627857143,0.002067857,0.052
635,635-7,7,0,0,0,0,0,0,0,0,0,0,0,58,15,17,22,0,12,22,7,4,64.98857143,0.627857143,0.002067857,0.051
644,644-7,7,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,64.98857143,0.627857143,0.002067857,0.183
647,647-7,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,64.98857143,0.627857143,0.002067857,0.054
655,655-7,7,0,0,0,0,0,0,0,0,0,0,0,31,2,3,5,0,21,4,3,0,64.98857143,0.627857143,0.002067857,0.125
656,656-7,7,0,0,0,0,1,0,0,1,1,1,0,18,10,15,3,0,4,6,3,0,64.98857143,0.627857143,0.002067857,0.085
657,657-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.87821429,0.458571429,0,0.274
658,658-7,7,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,55.87821429,0.458571429,0,0.274
660,660-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.87821429,0.458571429,0,0.009
662,662-7,7,0,0,0,0,0,0,0,0,0,0,0,207,36,134,44,0,4,61,46,36,55.87821429,0.458571429,0,0.2675
669,669-7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,55.87821429,0.458571429,0,0.077666667
678,678-7,7,0,0,0,0,0,0,0,0,0,0,0,44,10,9,15,0,13,17,7,6,55.87821429,0.458571429,0,0.213666667
679,679-7,7,0,0,1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,55.87821429,0.458571429,0,0
680,680-7,7,0,0,0,2,0,0,0,2,1,0,2,87,14,14,11,1,21,54,40,14,55.87821429,0.458571429,0,0.026
682,682-7,7,0,0,0,0,1,0,0,1,1,1,0,315,61,86,175,2,16,97,77,42,55.87821429,0.458571429,0,0.054
684,684-7,7,0,0,0,0,0,0,0,0,0,0,0,213,48,55,50,1,26,129,81,20,55.87821429,0.458571429,0,0.039
685,685-7,7,0,0,0,0,0,0,0,0,0,0,0,381,106,126,85,6,48,222,90,45,55.87821429,0.458571429,0,0.158
690,690-7,7,0,0,0,0,0,0,0,0,0,0,0,137,23,19,19,0,47,75,52,14,55.87821429,0.458571429,0,0.0454
693,693-7,7,0,0,0,0,0,0,1,1,1,1,0,39,3,4,9,0,18,11,6,1,55.87821429,0.458571429,0,0.027
695,695-7,7,0,0,0,0,0,0,0,0,0,0,0,30,1,0,4,0,9,18,17,0,55.87821429,0.458571429,0,0.0285
702,702-7,7,0,0,0,0,0,0,0,0,0,0,0,56,44,49,11,0,13,27,16,8,55.87821429,0.458571429,0,0.127
703,703-7,7,0,0,0,0,0,0,0,0,0,0,0,15,8,7,1,0,5,10,7,2,55.87821429,0.458571429,0,0.046666667
704,704-7,7,0,0,0,0,0,0,0,0,0,0,0,18,6,3,1,0,0,20,18,0,55.87821429,0.458571429,0,0.096333333
706,706-7,7,0,0,0,0,0,0,0,0,0,0,0,28,4,8,6,0,3,15,8,0,55.87821429,0.458571429,0,0.067666667
707,707-7,7,0,0,0,0,0,0,0,0,0,0,0,37,4,4,7,0,16,14,4,1,55.87821429,0.458571429,0,0.183
708,708-7,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,10,8,8,0,55.87821429,0.458571429,0,0.023
709,709-7,7,0,0,0,0,0,0,0,0,0,0,0,66,22,18,12,0,7,51,32,5,55.87821429,0.458571429,0,0.095
710,710-7,7,0,0,0,0,0,0,1,1,1,1,0,12,3,3,1,0,6,5,4,1,55.87821429,0.458571429,0,0.183
720,720-7,7,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,55.87821429,0.458571429,0,0.0565
722,722-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.51857143,0.563928571,0.001678571,0.274
726,726-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.51857143,0.563928571,0.001678571,0.009
727,727-7,7,0,0,0,0,0,1,0,1,1,1,0,129,41,44,28,2,29,67,32,24,43.51857143,0.563928571,0.001678571,0.3145
735,735-7,7,0,0,0,0,0,0,0,0,0,0,0,135,50,49,30,0,33,73,32,18,43.51857143,0.563928571,0.001678571,0.17
736,736-7,7,0,0,0,0,1,0,0,1,1,0,1,106,28,29,24,0,13,68,36,10,43.51857143,0.563928571,0.001678571,0.112
737,737-7,7,0,0,0,0,0,0,0,0,0,0,0,145,42,52,21,2,15,97,48,32,43.51857143,0.563928571,0.001678571,0.153666667
739,739-7,7,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,0,8,7,3,0,43.51857143,0.563928571,0.001678571,0.103
753,753-7,7,0,0,0,0,2,2,0,4,1,2,2,323,46,61,47,4,63,194,128,35,43.51857143,0.563928571,0.001678571,0.026
773,773-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.51857143,0.563928571,0.001678571,0.096
774,774-7,7,0,0,0,0,0,1,0,1,1,1,0,15,3,2,0,0,9,7,2,0,43.51857143,0.563928571,0.001678571,0.023
26,26-8,8,0,0,0,0,0,0,0,0,0,0,0,71,6,3,10,0,6,58,46,3,37.4075,0.541428571,0.00025,0.02275
27,27-8,8,0,0,0,0,0,0,0,0,0,0,0,69,13,14,14,0,8,46,22,15,37.4075,0.541428571,0.00025,0.192
34,34-8,8,0,0,0,1,0,1,0,2,1,1,1,284,64,80,52,3,51,162,97,26,37.4075,0.541428571,0.00025,0.025
35,35-8,8,0,0,1,0,0,0,0,1,1,1,0,261,80,93,72,2,32,142,73,42,37.4075,0.541428571,0.00025,0.226
36,36-8,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,7,11,6,0,37.4075,0.541428571,0.00025,0.042
42,42-8,8,0,0,0,0,0,0,0,0,0,0,0,30,11,9,11,0,4,17,9,4,37.4075,0.541428571,0.00025,0.023
43,43-8,8,0,0,0,0,0,0,0,0,0,0,0,176,58,64,34,2,18,116,59,18,37.4075,0.541428571,0.00025,0.138
44,44-8,8,0,0,0,0,0,1,0,1,1,0,1,3,1,1,2,0,1,0,0,0,37.4075,0.541428571,0.00025,0.102
45,45-8,8,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.051
53,53-8,8,0,0,0,0,0,0,0,0,0,0,0,59,19,23,10,0,10,35,20,3,37.4075,0.541428571,0.00025,0.095
54,54-8,8,0,1,0,1,1,0,0,3,1,3,0,39,6,5,6,0,16,18,14,1,37.4075,0.541428571,0.00025,0.114
55,55-8,8,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.048
56,56-8,8,0,1,0,0,1,0,0,2,1,2,0,9,2,2,1,0,2,6,2,1,37.4075,0.541428571,0.00025,0.158
57,57-8,8,0,0,0,0,0,0,0,0,0,0,0,82,16,16,23,0,12,47,31,2,37.4075,0.541428571,0.00025,0.144
58,58-8,8,0,0,2,0,1,0,0,3,1,2,1,24,4,6,11,0,3,8,4,0,37.4075,0.541428571,0.00025,0.091
66,66-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.045,0.570714286,0.003603571,0.274
67,67-8,8,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,41.045,0.570714286,0.003603571,0.274
68,68-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.045,0.570714286,0.003603571,0.009
69,69-8,8,0,0,0,0,3,1,0,4,1,3,1,0,0,0,0,0,0,0,0,0,41.045,0.570714286,0.003603571,0.009
70,70-8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,41.045,0.570714286,0.003603571,0.009
80,80-8,8,0,0,0,0,0,1,0,1,1,1,0,60,10,16,9,2,7,36,29,7,41.045,0.570714286,0.003603571,0.118
81,81-8,8,1,0,0,1,1,1,0,4,1,3,1,19,7,9,6,0,4,7,1,0,41.045,0.570714286,0.003603571,0.112
82,82-8,8,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,41.045,0.570714286,0.003603571,0.194
83,83-8,8,0,0,0,0,0,0,0,0,0,0,0,6,2,2,3,0,0,3,1,0,41.045,0.570714286,0.003603571,0.129
91,91-8,8,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,41.045,0.570714286,0.003603571,0.021
92,92-8,8,0,0,0,1,1,0,0,2,1,2,0,211,132,152,45,5,18,123,68,37,41.045,0.570714286,0.003603571,0.026
93,93-8,8,0,0,1,0,2,0,0,3,1,3,0,77,18,23,32,1,14,25,11,8,41.045,0.570714286,0.003603571,0.1565
94,94-8,8,0,0,0,0,0,0,0,0,0,0,0,193,55,72,54,0,20,102,62,14,41.045,0.570714286,0.003603571,0.061
95,95-8,8,0,0,0,0,0,0,0,0,0,0,0,189,56,69,58,5,20,93,55,29,41.045,0.570714286,0.003603571,0.1805
96,96-8,8,0,0,1,1,0,0,0,2,1,2,0,87,30,30,17,2,20,48,27,11,41.045,0.570714286,0.003603571,0.209
97,97-8,8,0,0,0,0,0,1,0,1,1,1,0,290,44,53,52,0,59,170,113,39,41.045,0.570714286,0.003603571,0.026
106,106-8,8,0,0,0,1,0,0,0,1,1,0,1,180,42,52,40,0,24,106,60,16,41.045,0.570714286,0.003603571,0.1715
107,107-8,8,0,0,0,2,5,4,0,11,1,10,1,0,0,0,0,0,0,0,0,0,41.045,0.570714286,0.003603571,0.195
109,109-8,8,0,0,0,0,0,0,0,0,0,0,0,23,8,8,2,0,5,16,8,0,41.045,0.570714286,0.003603571,0.102
110,110-8,8,0,0,0,0,0,1,0,1,1,1,0,6,0,0,1,0,4,1,1,0,41.045,0.570714286,0.003603571,0.0355
111,111-8,8,0,0,1,0,0,0,0,1,1,0,1,170,40,43,32,1,40,94,45,9,41.045,0.570714286,0.003603571,0.08575
112,112-8,8,0,0,0,1,0,0,0,1,1,1,0,37,13,12,5,0,8,25,16,7,41.045,0.570714286,0.003603571,0.152
113,113-8,8,0,0,0,0,0,0,0,0,0,0,0,51,11,11,10,1,8,32,14,3,41.045,0.570714286,0.003603571,0.06975
121,121-8,8,0,0,0,1,0,0,0,1,1,0,1,86,12,8,22,0,6,62,47,14,41.045,0.570714286,0.003603571,0.13
123,123-8,8,0,0,0,1,0,0,0,1,1,1,0,134,16,21,34,0,22,73,34,21,41.045,0.570714286,0.003603571,0.115666667
125,125-8,8,0,0,0,0,0,0,0,0,0,0,0,10,7,8,1,0,3,5,4,1,41.045,0.570714286,0.003603571,0.035
126,126-8,8,0,0,0,0,1,0,0,1,1,0,1,44,10,12,10,0,12,20,12,7,41.045,0.570714286,0.003603571,0.089333333
127,127-8,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,1,41.045,0.570714286,0.003603571,0.07
137,137-8,8,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,54.68785714,0.531071429,0.001135714,0.1275
138,138-8,8,0,0,0,3,1,1,0,5,1,5,0,0,0,0,0,0,0,0,0,0,54.68785714,0.531071429,0.001135714,0.009
139,139-8,8,0,0,0,0,0,0,0,0,0,0,0,144,58,66,34,0,9,93,41,28,54.68785714,0.531071429,0.001135714,0.221
140,140-8,8,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,54.68785714,0.531071429,0.001135714,0.0045
142,142-8,8,0,0,0,0,0,0,0,0,0,0,0,36,4,1,3,0,4,32,31,2,54.68785714,0.531071429,0.001135714,0.069
143,143-8,8,0,0,1,3,3,1,0,8,1,4,4,0,0,0,0,0,0,0,0,0,54.68785714,0.531071429,0.001135714,0
146,146-8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,54.68785714,0.531071429,0.001135714,0.096666667
156,156-8,8,0,0,0,0,0,0,0,0,0,0,0,118,29,34,34,4,17,58,24,8,54.68785714,0.531071429,0.001135714,0.187
158,158-8,8,0,1,0,0,0,0,1,2,1,2,0,388,68,88,71,4,46,247,112,60,54.68785714,0.531071429,0.001135714,0.192
159,159-8,8,0,0,1,0,1,1,0,3,1,1,2,51,8,13,20,0,4,22,7,3,54.68785714,0.531071429,0.001135714,0.2565
160,160-8,8,0,0,0,2,1,2,0,5,1,5,0,321,87,115,66,4,48,175,104,29,54.68785714,0.531071429,0.001135714,0.0455
161,161-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68785714,0.531071429,0.001135714,0.042
162,162-8,8,0,0,0,0,0,0,0,0,0,0,0,346,59,61,58,3,65,218,149,60,54.68785714,0.531071429,0.001135714,0.026
165,165-8,8,0,0,1,0,0,0,0,1,1,1,0,107,20,25,13,0,26,63,38,6,54.68785714,0.531071429,0.001135714,0.043
166,166-8,8,0,0,1,0,0,0,0,1,1,1,0,86,23,26,13,1,18,51,36,18,54.68785714,0.531071429,0.001135714,0.195
167,167-8,8,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0,0,1,10,9,0,54.68785714,0.531071429,0.001135714,0.0465
173,173-8,8,0,0,0,0,1,0,0,1,1,1,0,8,1,2,0,0,7,0,0,0,54.68785714,0.531071429,0.001135714,0.0355
174,174-8,8,0,0,0,0,0,0,0,0,0,0,0,147,23,30,30,1,20,89,43,11,54.68785714,0.531071429,0.001135714,0.2
175,175-8,8,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,0,0,0,54.68785714,0.531071429,0.001135714,0.02
179,179-8,8,0,0,0,1,0,0,0,1,1,1,0,21,5,5,3,0,8,10,4,0,54.68785714,0.531071429,0.001135714,0.024
180,180-8,8,0,0,2,1,0,1,0,4,1,3,1,28,7,5,5,0,0,25,22,1,54.68785714,0.531071429,0.001135714,0.096333333
181,181-8,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,54.68785714,0.531071429,0.001135714,0.055
182,182-8,8,0,0,0,0,0,0,0,0,0,0,0,77,13,10,15,0,10,55,36,16,54.68785714,0.531071429,0.001135714,0.128
183,183-8,8,0,0,1,0,2,0,0,3,1,3,0,26,8,10,4,0,5,15,10,9,54.68785714,0.531071429,0.001135714,0.183
186,186-8,8,0,0,0,0,0,0,0,0,0,0,0,97,17,20,16,1,21,56,26,9,54.68785714,0.531071429,0.001135714,0.094
188,188-8,8,0,0,0,0,0,0,0,0,0,0,0,171,54,72,33,2,26,92,48,17,54.68785714,0.531071429,0.001135714,0.115666667
196,196-8,8,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,54.68785714,0.531071429,0.001135714,0.028
197,197-8,8,0,0,0,0,0,1,0,1,1,1,0,11,1,1,0,0,0,11,9,0,58.12642857,0.493571429,0.006225,0.274
200,200-8,8,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0.009
201,201-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0
204,204-8,8,0,0,0,0,0,0,0,0,0,0,0,162,66,84,28,5,14,97,37,32,58.12642857,0.493571429,0.006225,0.235
205,205-8,8,0,0,0,1,0,0,0,1,1,1,0,285,101,142,43,12,23,166,73,39,58.12642857,0.493571429,0.006225,0.165
206,206-8,8,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0.009
211,211-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0
212,212-8,8,0,0,1,0,0,0,0,1,1,1,0,73,9,6,16,1,10,49,38,5,58.12642857,0.493571429,0.006225,0.1245
220,220-8,8,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0.021
224,224-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0.042
226,226-8,8,0,0,2,0,0,1,0,3,1,3,0,114,42,43,24,0,19,70,47,12,58.12642857,0.493571429,0.006225,0.02975
228,228-8,8,0,2,0,0,0,0,0,2,1,2,0,282,38,44,45,3,53,175,109,8,58.12642857,0.493571429,0.006225,0.043
229,229-8,8,0,0,0,0,1,0,0,1,1,1,0,181,34,49,29,0,39,98,66,24,58.12642857,0.493571429,0.006225,0.1235
230,230-8,8,0,0,0,0,0,0,0,0,0,0,0,14,4,4,2,1,10,1,0,0,58.12642857,0.493571429,0.006225,0.0575
235,235-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0.195
236,236-8,8,0,0,0,0,0,0,0,0,0,0,0,158,23,22,26,2,28,103,73,8,58.12642857,0.493571429,0.006225,0.036166667
237,237-8,8,0,0,1,1,0,0,0,2,1,1,1,74,9,13,10,0,10,50,44,7,58.12642857,0.493571429,0.006225,0.09
238,238-8,8,0,0,0,0,1,0,0,1,1,0,1,43,11,3,9,0,5,37,32,3,58.12642857,0.493571429,0.006225,0.127
246,246-8,8,0,0,0,0,0,0,0,0,0,0,0,10,3,3,2,0,6,2,1,0,58.12642857,0.493571429,0.006225,0.096
247,247-8,8,0,0,0,0,0,0,0,0,0,0,0,37,5,8,9,0,7,18,6,2,58.12642857,0.493571429,0.006225,0.067666667
249,249-8,8,0,0,0,0,0,0,0,0,0,0,0,9,1,2,1,0,7,0,0,0,58.12642857,0.493571429,0.006225,0.036
252,252-8,8,0,0,0,0,5,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0.048
254,254-8,8,0,0,0,0,0,0,0,0,0,0,0,86,21,19,24,1,4,59,38,7,58.12642857,0.493571429,0.006225,0.144
255,255-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.12642857,0.493571429,0.006225,0.034
260,260-8,8,0,0,0,0,1,0,0,1,1,1,0,76,12,18,9,2,8,51,39,14,58.12642857,0.493571429,0.006225,0.084
263,263-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.49642857,0.676785714,0.007685714,0.274
264,264-8,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,2,11,11,0,63.49642857,0.676785714,0.007685714,0.274
265,265-8,8,0,0,0,0,1,0,0,1,1,0,1,10,0,0,4,0,2,4,4,0,63.49642857,0.676785714,0.007685714,0.274
274,274-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.49642857,0.676785714,0.007685714,0.099
276,276-8,8,0,0,0,0,0,0,0,0,0,0,0,181,91,56,31,1,52,132,40,20,63.49642857,0.676785714,0.007685714,0.17
277,277-8,8,0,0,0,0,0,0,0,0,0,0,0,7,2,2,4,0,0,3,3,0,63.49642857,0.676785714,0.007685714,0.0175
280,280-8,8,0,0,1,0,0,0,0,1,1,1,0,43,8,9,19,1,4,18,14,11,63.49642857,0.676785714,0.007685714,0.156
283,283-8,8,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,63.49642857,0.676785714,0.007685714,0
284,284-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.49642857,0.676785714,0.007685714,0.383666667
286,286-8,8,0,0,0,0,0,0,0,0,0,0,0,70,10,11,9,0,20,40,28,11,63.49642857,0.676785714,0.007685714,0.039
288,288-8,8,0,0,1,0,0,0,0,1,1,1,0,122,35,49,25,1,16,66,45,4,63.49642857,0.676785714,0.007685714,0.036
289,289-8,8,0,0,0,0,0,0,0,0,0,0,0,81,31,37,16,1,15,43,18,10,63.49642857,0.676785714,0.007685714,0.143
291,291-8,8,0,0,0,0,2,0,0,2,1,2,0,181,65,77,47,1,23,98,81,28,63.49642857,0.676785714,0.007685714,0.071666667
292,292-8,8,0,0,1,0,0,0,0,1,1,1,0,182,56,60,45,3,16,114,72,46,63.49642857,0.676785714,0.007685714,0.1805
293,293-8,8,0,0,0,0,0,0,0,0,0,0,0,196,49,57,46,0,33,109,83,26,63.49642857,0.676785714,0.007685714,0.0605
295,295-8,8,0,0,0,0,0,0,0,0,0,0,0,200,50,64,58,2,29,97,38,24,63.49642857,0.676785714,0.007685714,0.180333333
296,296-8,8,0,0,0,0,0,0,0,0,0,0,0,92,34,39,14,0,13,60,41,4,63.49642857,0.676785714,0.007685714,0.031333333
303,303-8,8,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,2,1,63.49642857,0.676785714,0.007685714,0.127
306,306-8,8,0,0,0,1,1,0,0,2,1,2,0,83,17,21,26,0,17,36,24,3,63.49642857,0.676785714,0.007685714,0.127
307,307-8,8,0,0,1,0,2,0,0,3,1,3,0,15,14,14,1,0,3,11,6,1,63.49642857,0.676785714,0.007685714,0.045
308,308-8,8,0,0,0,1,2,0,1,4,1,4,0,204,16,92,33,0,23,72,45,20,63.49642857,0.676785714,0.007685714,0.067
310,310-8,8,0,0,0,0,1,0,0,1,1,1,0,73,17,14,14,2,16,44,31,8,63.49642857,0.676785714,0.007685714,0.039666667
311,311-8,8,0,0,0,0,0,0,0,0,0,0,0,48,14,7,9,0,14,32,19,5,63.49642857,0.676785714,0.007685714,0.183
313,313-8,8,0,1,0,0,0,0,0,1,1,0,1,204,34,51,41,1,36,109,51,23,63.49642857,0.676785714,0.007685714,0.059
314,314-8,8,0,0,1,0,0,0,0,1,1,0,1,5,1,1,0,0,4,1,1,0,63.49642857,0.676785714,0.007685714,0.096
319,319-8,8,0,0,0,0,1,2,0,3,1,1,2,8,0,0,2,0,4,2,1,0,63.49642857,0.676785714,0.007685714,0.034
320,320-8,8,0,0,0,0,1,0,0,1,1,0,1,107,30,38,40,2,7,50,14,10,63.49642857,0.676785714,0.007685714,0.158333333
321,321-8,8,0,0,0,0,0,0,0,0,0,0,0,194,44,43,50,1,17,127,76,20,63.49642857,0.676785714,0.007685714,0.094
322,322-8,8,0,0,0,0,0,0,0,0,0,0,0,11,3,4,3,0,3,4,3,0,63.49642857,0.676785714,0.007685714,0.031
323,323-8,8,1,0,0,1,3,1,0,6,1,4,2,15,2,1,6,0,1,9,9,0,63.49642857,0.676785714,0.007685714,0.0725
324,324-8,8,0,0,1,0,2,0,0,3,1,3,0,11,3,4,3,0,4,3,3,0,63.49642857,0.676785714,0.007685714,0.0375
325,325-8,8,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,63.49642857,0.676785714,0.007685714,0.028
326,326-8,8,0,0,0,0,0,0,0,0,0,0,0,18,2,4,6,0,0,10,7,1,63.49642857,0.676785714,0.007685714,0.125
332,332-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.35428571,0.562857143,0.00003929,0
335,335-8,8,0,0,0,0,0,0,0,0,0,0,0,169,48,68,32,1,32,84,49,27,78.35428571,0.562857143,0.00003929,0.225666667
336,336-8,8,0,0,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,78.35428571,0.562857143,0.00003929,0.009
337,337-8,8,0,0,0,2,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,78.35428571,0.562857143,0.00003929,0.009
338,338-8,8,1,0,1,0,0,0,1,3,1,2,1,155,32,40,36,0,14,97,35,29,78.35428571,0.562857143,0.00003929,0.227
339,339-8,8,0,1,1,1,1,2,0,6,1,4,1,114,31,37,31,0,18,59,20,11,78.35428571,0.562857143,0.00003929,0.18625
340,340-8,8,0,0,0,0,0,0,0,0,0,0,0,65,16,11,11,0,14,45,26,10,78.35428571,0.562857143,0.00003929,0.202
342,342-8,8,0,0,0,2,0,1,0,3,1,3,0,59,19,17,5,0,12,44,26,10,78.35428571,0.562857143,0.00003929,0.185666667
343,343-8,8,0,0,0,0,0,1,0,1,1,0,1,209,38,47,53,4,19,124,64,40,78.35428571,0.562857143,0.00003929,0.172
344,344-8,8,0,0,1,1,0,0,0,2,1,2,0,22,6,6,1,0,7,14,9,1,78.35428571,0.562857143,0.00003929,0.155
345,345-8,8,0,3,1,1,1,2,0,8,1,8,0,2,1,2,1,0,0,0,0,0,78.35428571,0.562857143,0.00003929,0.026
346,346-8,8,0,0,2,1,1,1,0,5,1,3,2,4,1,1,0,0,0,4,2,0,78.35428571,0.562857143,0.00003929,0.129
347,347-8,8,0,0,0,0,0,0,0,0,0,0,0,39,11,15,5,1,6,23,20,4,78.35428571,0.562857143,0.00003929,0.23825
349,349-8,8,0,0,0,1,0,0,0,1,1,1,0,4,1,1,1,0,0,3,1,0,78.35428571,0.562857143,0.00003929,0
350,350-8,8,0,0,0,0,0,0,0,0,0,0,0,98,38,40,16,2,23,55,29,16,78.35428571,0.562857143,0.00003929,0.1725
351,351-8,8,0,0,1,0,1,0,0,2,1,2,0,24,10,11,4,0,2,17,16,0,78.35428571,0.562857143,0.00003929,0
352,352-8,8,0,1,0,0,0,2,0,3,1,3,0,8,8,9,2,0,0,5,4,0,78.35428571,0.562857143,0.00003929,0.017
